DateTime,Temperature
4/24/2021 17:15,19.40
4/24/2021 17:25,19.40
4/24/2021 17:35,19.40
4/24/2021 17:45,19.40
4/24/2021 17:55,19.40
4/24/2021 18:05,19.40
4/24/2021 18:15,19.40
4/24/2021 18:25,19.40
4/24/2021 18:35,19.40
4/24/2021 18:45,19.40
4/24/2021 18:55,19.40
4/24/2021 18:55,19.40
4/24/2021 19:05,19.40
4/24/2021 19:15,19.40
4/24/2021 19:25,19.40
4/24/2021 19:35,19.40
4/24/2021 19:45,19.40
4/24/2021 19:55,19.40
4/24/2021 20:05,19.40
4/24/2021 20:15,19.40
4/24/2021 20:25,19.40
4/24/2021 20:35,19.40
4/24/2021 20:45,19.40
4/24/2021 20:55,19.40
4/24/2021 21:05,19.40
4/24/2021 21:15,19.40
4/24/2021 21:25,19.30
4/24/2021 21:35,19.30
4/24/2021 21:45,19.30
4/24/2021 21:55,19.30
4/24/2021 22:05,19.30
4/24/2021 22:15,19.30
4/24/2021 22:22,19.30
4/24/2021 22:25,19.30
4/24/2021 22:35,19.30
4/24/2021 22:45,19.30
4/24/2021 22:55,19.30
4/24/2021 23:05,19.30
4/24/2021 23:15,19.30
4/24/2021 23:25,19.30
4/24/2021 23:35,19.30
4/24/2021 23:45,19.30
4/24/2021 23:55,19.30
4/25/2021 0:05,19.30
4/25/2021 0:15,19.30
4/25/2021 0:25,19.30
4/25/2021 0:35,19.20
4/25/2021 0:45,19.20
4/25/2021 0:55,19.20
4/25/2021 1:05,19.20
4/25/2021 1:15,19.20
4/25/2021 1:25,19.20
4/25/2021 1:28,19.20
4/25/2021 1:35,19.20
4/25/2021 1:45,19.20
4/25/2021 1:55,19.20
4/25/2021 2:05,19.20
4/25/2021 2:15,19.20
4/25/2021 2:25,19.20
4/25/2021 2:35,19.20
4/25/2021 2:45,19.20
4/25/2021 2:55,19.10
4/25/2021 3:05,19.20
4/25/2021 3:15,19.10
4/25/2021 3:25,19.10
4/25/2021 3:35,19.10
4/25/2021 3:45,19.10
4/25/2021 3:55,19.10
4/25/2021 4:05,19.10
4/25/2021 4:15,19.10
4/25/2021 4:25,19.10
4/25/2021 4:35,19.10
4/25/2021 4:36,19.10
4/25/2021 4:45,19.10
4/25/2021 4:55,19.10
4/25/2021 5:05,19.10
4/25/2021 5:15,19.10
4/25/2021 5:25,19.10
4/25/2021 5:35,19.10
4/25/2021 5:45,19.10
4/25/2021 5:55,19.10
4/25/2021 6:05,19.10
4/25/2021 6:15,19.10
4/25/2021 6:25,19.10
4/25/2021 6:35,19.10
4/25/2021 6:45,19.10
4/25/2021 6:55,19.10
4/25/2021 7:05,19.00
4/25/2021 7:15,19.10
4/25/2021 7:25,19.00
4/25/2021 7:35,19.00
4/25/2021 7:45,19.10
4/25/2021 7:45,19.10
4/25/2021 7:55,19.10
4/25/2021 8:05,19.10
4/25/2021 8:15,19.10
4/25/2021 8:25,19.10
4/25/2021 8:35,19.10
4/25/2021 8:45,19.10
4/25/2021 8:55,19.10
4/25/2021 9:05,19.10
4/25/2021 9:15,19.10
4/25/2021 9:25,19.10
4/25/2021 9:35,19.10
4/25/2021 9:45,19.10
4/25/2021 9:55,19.10
4/25/2021 10:05,19.10
4/25/2021 10:15,19.10
4/25/2021 10:25,19.10
4/25/2021 10:35,19.10
4/25/2021 10:45,19.10
4/25/2021 10:55,19.10
4/25/2021 10:58,19.10
4/25/2021 11:05,19.10
4/25/2021 11:15,19.10
4/25/2021 11:25,19.10
4/25/2021 11:35,19.10
4/25/2021 11:45,19.10
4/25/2021 11:55,19.10
4/25/2021 12:05,19.10
4/25/2021 12:15,19.10
4/25/2021 12:25,19.20
4/25/2021 12:35,19.10
4/25/2021 12:45,19.10
4/25/2021 12:55,19.10
4/25/2021 13:05,19.20
4/25/2021 13:15,19.20
4/25/2021 13:25,19.20
4/25/2021 13:35,19.20
4/25/2021 13:45,19.20
4/25/2021 13:55,19.20
4/25/2021 14:05,19.20
4/25/2021 14:14,19.20
4/25/2021 14:15,19.20
4/25/2021 14:25,19.20
4/25/2021 14:35,19.20
4/25/2021 14:45,19.20
4/25/2021 14:55,19.20
4/25/2021 15:05,19.20
4/25/2021 15:15,19.20
4/25/2021 15:25,19.20
4/25/2021 15:35,19.20
4/25/2021 15:45,19.20
4/25/2021 15:55,19.20
4/25/2021 16:05,19.20
4/25/2021 16:15,19.20
4/25/2021 16:25,19.20
4/25/2021 16:35,19.20
4/25/2021 16:45,19.20
4/25/2021 16:55,19.20
4/25/2021 17:05,19.20
4/25/2021 17:15,19.20
4/25/2021 17:25,19.20
4/25/2021 17:35,19.20
4/25/2021 17:41,19.20
4/25/2021 17:45,19.20
4/25/2021 17:55,19.20
4/25/2021 18:05,19.20
4/25/2021 18:15,19.20
4/25/2021 18:25,19.20
4/25/2021 18:35,19.20
4/25/2021 18:45,19.20
4/25/2021 18:55,19.20
4/25/2021 19:05,19.20
4/25/2021 19:15,19.20
4/25/2021 19:25,19.20
4/25/2021 19:35,19.20
4/25/2021 19:45,19.20
4/25/2021 19:55,19.20
4/25/2021 20:05,19.20
4/25/2021 20:15,19.20
4/25/2021 20:25,19.20
4/25/2021 20:35,19.20
4/25/2021 20:45,19.20
4/25/2021 20:47,19.20
4/25/2021 20:55,19.20
4/25/2021 21:05,19.20
4/25/2021 21:15,19.10
4/25/2021 21:25,19.10
4/25/2021 21:35,19.10
4/25/2021 21:45,19.10
4/25/2021 21:55,19.10
4/25/2021 22:05,19.10
4/25/2021 22:15,19.10
4/25/2021 22:25,19.10
4/25/2021 22:35,19.10
4/25/2021 22:45,19.10
4/25/2021 22:55,19.10
4/25/2021 23:05,19.10
4/25/2021 23:15,19.10
4/25/2021 23:25,19.10
4/25/2021 23:35,19.10
4/25/2021 23:45,19.10
4/25/2021 23:55,19.00
4/25/2021 23:57,19.00
4/26/2021 0:05,19.00
4/26/2021 0:15,19.00
4/26/2021 0:25,19.00
4/26/2021 0:35,19.00
4/26/2021 0:45,19.00
4/26/2021 0:55,19.00
4/26/2021 1:05,19.00
4/26/2021 1:15,19.00
4/26/2021 1:25,19.00
4/26/2021 1:35,19.00
4/26/2021 1:45,19.00
4/26/2021 1:55,19.00
4/26/2021 2:05,19.00
4/26/2021 2:15,19.00
4/26/2021 2:25,18.90
4/26/2021 2:35,18.90
4/26/2021 2:45,18.90
4/26/2021 2:55,18.90
4/26/2021 3:05,18.90
4/26/2021 3:12,18.90
4/26/2021 3:15,18.90
4/26/2021 3:25,18.90
4/26/2021 3:35,18.90
4/26/2021 3:45,18.90
4/26/2021 3:55,18.90
4/26/2021 4:05,18.90
4/26/2021 4:15,18.90
4/26/2021 4:25,18.80
4/26/2021 4:35,18.90
4/26/2021 4:45,18.80
4/26/2021 4:56,18.80
4/26/2021 5:05,18.80
4/26/2021 5:15,18.80
4/26/2021 5:25,18.80
4/26/2021 5:35,18.80
4/26/2021 5:45,18.80
4/26/2021 5:55,18.80
4/26/2021 6:05,18.80
4/26/2021 6:15,18.70
4/26/2021 6:25,18.70
4/26/2021 6:28,18.70
4/26/2021 6:35,18.70
4/26/2021 6:46,18.70
4/26/2021 6:55,18.70
4/26/2021 7:05,18.70
4/26/2021 7:15,18.70
4/26/2021 7:25,18.70
4/26/2021 7:35,18.70
4/26/2021 7:46,18.70
4/26/2021 7:55,18.80
4/26/2021 8:05,18.80
4/26/2021 8:15,18.80
4/26/2021 8:25,18.80
4/26/2021 8:35,18.80
4/26/2021 8:45,18.80
4/26/2021 8:55,18.80
4/26/2021 9:05,18.90
4/26/2021 9:15,18.60
4/26/2021 9:25,17.90
4/26/2021 9:35,18.30
4/26/2021 9:45,18.50
4/26/2021 9:55,18.50
4/26/2021 9:55,18.60
4/26/2021 10:05,18.70
4/26/2021 10:15,18.80
4/26/2021 10:25,18.90
4/26/2021 10:35,19.00
4/26/2021 10:45,18.90
4/26/2021 10:55,18.60
4/26/2021 11:05,18.50
4/26/2021 11:15,18.40
4/26/2021 11:25,18.60
4/26/2021 11:35,18.70
4/26/2021 11:46,18.80
4/26/2021 11:55,19.00
4/26/2021 12:05,19.10
4/26/2021 12:15,19.10
4/26/2021 12:25,19.10
4/26/2021 12:35,19.10
4/26/2021 12:45,19.10
4/26/2021 12:55,19.10
4/26/2021 13:05,19.10
4/26/2021 13:13,19.10
4/26/2021 13:15,19.30
4/26/2021 13:25,19.40
4/26/2021 13:36,19.50
4/26/2021 13:45,19.50
4/26/2021 13:56,19.30
4/26/2021 14:06,19.10
4/26/2021 14:16,19.10
4/26/2021 14:26,19.20
4/26/2021 14:36,19.30
4/26/2021 14:46,19.30
4/26/2021 14:56,19.40
4/26/2021 15:06,19.50
4/26/2021 15:16,19.40
4/26/2021 15:26,19.30
4/26/2021 15:36,19.30
4/26/2021 15:46,19.30
4/26/2021 15:56,19.30
4/26/2021 16:06,19.20
4/26/2021 16:16,19.20
4/26/2021 16:26,19.20
4/26/2021 16:31,19.20
4/26/2021 16:36,19.20
4/26/2021 16:46,19.10
4/26/2021 16:56,19.10
4/26/2021 17:06,19.10
4/26/2021 17:16,19.10
4/26/2021 17:26,19.10
4/26/2021 17:36,19.10
4/26/2021 17:46,19.10
4/26/2021 17:56,19.10
4/26/2021 18:06,19.10
4/26/2021 18:16,19.10
4/26/2021 18:26,19.10
4/26/2021 18:36,19.10
4/26/2021 18:46,19.10
4/26/2021 18:56,19.10
4/26/2021 19:06,19.10
4/26/2021 19:16,19.10
4/26/2021 19:26,19.10
4/26/2021 19:36,19.10
4/26/2021 19:46,19.10
4/26/2021 19:56,19.10
4/26/2021 19:58,19.10
4/26/2021 20:06,19.10
4/26/2021 20:16,19.10
4/26/2021 20:26,19.10
4/26/2021 20:36,19.10
4/26/2021 20:46,19.10
4/26/2021 20:56,19.10
4/26/2021 21:06,19.10
4/26/2021 21:16,19.10
4/26/2021 21:26,19.10
4/26/2021 21:36,19.10
4/26/2021 21:46,19.10
4/26/2021 21:56,19.10
4/26/2021 22:06,19.10
4/26/2021 22:16,19.10
4/26/2021 22:26,19.10
4/26/2021 22:36,19.10
4/26/2021 22:46,19.10
4/26/2021 22:56,19.10
4/26/2021 23:06,19.10
4/26/2021 23:13,19.10
4/26/2021 23:16,19.10
4/26/2021 23:26,19.10
4/26/2021 23:36,19.10
4/26/2021 23:46,19.10
4/26/2021 23:56,19.10
4/27/2021 0:06,19.10
4/27/2021 0:16,19.20
4/27/2021 0:26,19.10
4/27/2021 0:36,19.20
4/27/2021 0:46,19.10
4/27/2021 0:56,19.20
4/27/2021 1:06,19.20
4/27/2021 1:16,19.20
4/27/2021 1:26,19.20
4/27/2021 1:36,19.20
4/27/2021 1:46,19.20
4/27/2021 1:56,19.20
4/27/2021 2:06,19.20
4/27/2021 2:13,19.20
4/27/2021 2:16,19.20
4/27/2021 2:26,19.20
4/27/2021 2:36,19.20
4/27/2021 2:46,19.20
4/27/2021 2:56,19.20
4/27/2021 3:06,19.20
4/27/2021 3:16,19.20
4/27/2021 3:26,19.20
4/27/2021 3:36,19.20
4/27/2021 3:46,19.20
4/27/2021 3:56,19.20
4/27/2021 4:06,19.20
4/27/2021 4:16,19.20
4/27/2021 4:26,19.20
4/27/2021 4:36,19.20
4/27/2021 4:46,19.20
4/27/2021 4:56,19.30
4/27/2021 5:06,19.30
4/27/2021 5:16,19.30
4/27/2021 5:17,19.30
4/27/2021 5:26,19.30
4/27/2021 5:36,19.30
4/27/2021 5:46,19.30
4/27/2021 5:56,19.20
4/27/2021 6:06,19.20
4/27/2021 6:16,19.20
4/27/2021 6:26,19.20
4/27/2021 6:36,19.10
4/27/2021 6:46,19.10
4/27/2021 6:56,19.10
4/27/2021 7:06,19.10
4/27/2021 7:16,19.10
4/27/2021 7:26,19.30
4/27/2021 7:36,19.30
4/27/2021 7:46,19.30
4/27/2021 7:56,19.40
4/27/2021 8:06,19.40
4/27/2021 8:16,19.40
4/27/2021 8:26,19.50
4/27/2021 8:26,19.50
4/27/2021 8:26,19.50
4/27/2021 8:36,19.50
4/27/2021 8:46,19.60
4/27/2021 8:56,19.60
4/27/2021 9:06,19.60
4/27/2021 9:16,19.50
4/27/2021 9:26,19.50
4/27/2021 9:36,19.70
4/27/2021 9:46,19.80
4/27/2021 9:56,20.00
4/27/2021 10:06,19.90
4/27/2021 10:16,19.70
4/27/2021 10:26,19.50
4/27/2021 10:36,19.30
4/27/2021 10:46,19.10
4/27/2021 10:56,19.00
4/27/2021 11:06,19.00
4/27/2021 11:16,18.90
4/27/2021 11:26,18.90
4/27/2021 11:30,18.90
4/27/2021 11:36,18.80
4/27/2021 11:46,18.90
4/27/2021 11:56,19.10
4/27/2021 12:06,19.20
4/27/2021 12:16,19.10
4/27/2021 12:26,19.10
4/27/2021 12:36,19.20
4/27/2021 12:46,19.20
4/27/2021 12:56,19.30
4/27/2021 13:06,19.40
4/27/2021 13:16,19.50
4/27/2021 13:26,19.70
4/27/2021 13:36,19.90
4/27/2021 13:46,20.00
4/27/2021 13:56,20.10
4/27/2021 14:06,20.10
4/27/2021 14:16,20.20
4/27/2021 14:26,20.30
4/27/2021 14:36,20.30
4/27/2021 14:46,20.30
4/27/2021 14:54,20.30
4/27/2021 14:56,20.30
4/27/2021 15:06,20.20
4/27/2021 15:16,20.20
4/27/2021 15:26,20.10
4/27/2021 15:36,20.10
4/27/2021 15:46,20.10
4/27/2021 15:56,20.00
4/27/2021 16:06,20.00
4/27/2021 16:16,20.00
4/27/2021 16:26,20.00
4/27/2021 16:36,20.00
4/27/2021 16:46,19.90
4/27/2021 16:56,19.90
4/27/2021 17:06,19.90
4/27/2021 17:16,19.90
4/27/2021 17:26,20.00
4/27/2021 17:36,20.00
4/27/2021 17:46,20.10
4/27/2021 17:56,20.00
4/27/2021 18:06,20.00
4/27/2021 18:16,20.00
4/27/2021 18:19,20.00
4/27/2021 18:26,20.10
4/27/2021 18:36,20.10
4/27/2021 18:46,20.10
4/27/2021 18:56,20.10
4/27/2021 19:06,20.10
4/27/2021 19:16,20.10
4/27/2021 19:26,20.10
4/27/2021 19:36,20.20
4/27/2021 19:46,20.20
4/27/2021 19:56,20.20
4/27/2021 20:06,20.30
4/27/2021 20:16,20.30
4/27/2021 20:26,20.30
4/27/2021 20:36,20.30
4/27/2021 20:46,20.30
4/27/2021 20:56,20.40
4/27/2021 21:06,20.40
4/27/2021 21:16,20.40
4/27/2021 21:26,20.40
4/27/2021 21:36,20.40
4/27/2021 21:39,20.40
4/27/2021 21:46,20.40
4/27/2021 21:56,20.50
4/27/2021 22:06,20.50
4/27/2021 22:16,20.50
4/27/2021 22:26,20.50
4/27/2021 22:36,20.50
4/27/2021 22:46,20.60
4/27/2021 22:56,20.60
4/27/2021 23:06,20.60
4/27/2021 23:16,20.60
4/27/2021 23:26,20.60
4/27/2021 23:36,20.60
4/27/2021 23:46,20.60
4/27/2021 23:56,20.60
4/28/2021 0:06,20.70
4/28/2021 0:16,20.70
4/28/2021 0:26,20.70
4/28/2021 0:36,20.70
4/28/2021 0:46,20.70
4/28/2021 0:48,20.70
4/28/2021 0:56,20.70
4/28/2021 1:06,20.70
4/28/2021 1:16,20.80
4/28/2021 1:26,20.80
4/28/2021 1:36,20.80
4/28/2021 1:46,20.80
4/28/2021 1:56,20.80
4/28/2021 2:06,20.80
4/28/2021 2:16,20.90
4/28/2021 2:26,20.90
4/28/2021 2:36,20.90
4/28/2021 2:46,20.90
4/28/2021 2:56,20.90
4/28/2021 3:06,20.90
4/28/2021 3:16,21.00
4/28/2021 3:26,21.00
4/28/2021 3:36,21.00
4/28/2021 3:46,21.00
4/28/2021 3:56,21.00
4/28/2021 4:01,21.00
4/28/2021 4:06,21.00
4/28/2021 4:16,21.10
4/28/2021 4:26,21.10
4/28/2021 4:36,21.10
4/28/2021 4:46,21.10
4/28/2021 4:56,21.10
4/28/2021 5:06,21.20
4/28/2021 5:16,21.20
4/28/2021 5:26,21.20
4/28/2021 5:36,21.20
4/28/2021 5:46,21.20
4/28/2021 5:56,21.10
4/28/2021 6:06,21.10
4/28/2021 6:16,21.00
4/28/2021 6:26,21.00
4/28/2021 6:36,21.00
4/28/2021 6:46,20.90
4/28/2021 6:56,20.90
4/28/2021 7:01,20.90
4/28/2021 7:06,20.90
4/28/2021 7:16,20.90
4/28/2021 7:26,20.80
4/28/2021 7:36,20.80
4/28/2021 7:46,20.80
4/28/2021 7:56,20.80
4/28/2021 8:06,20.80
4/28/2021 8:16,20.80
4/28/2021 8:27,20.80
4/28/2021 8:36,20.80
4/28/2021 8:47,20.80
4/28/2021 8:56,20.80
4/28/2021 9:06,20.80
4/28/2021 9:17,20.30
4/28/2021 9:27,20.20
4/28/2021 9:36,20.40
4/28/2021 9:46,20.60
4/28/2021 9:56,20.80
4/28/2021 10:06,20.90
4/28/2021 10:12,20.90
4/28/2021 10:16,20.90
4/28/2021 10:26,21.00
4/28/2021 10:36,21.00
4/28/2021 10:46,20.50
4/28/2021 10:56,20.30
4/28/2021 11:06,20.40
4/28/2021 11:16,20.60
4/28/2021 11:26,20.80
4/28/2021 11:36,20.90
4/28/2021 11:47,21.00
4/28/2021 11:56,21.10
4/28/2021 12:07,21.20
4/28/2021 12:16,21.10
4/28/2021 12:26,21.00
4/28/2021 12:36,21.00
4/28/2021 12:47,20.90
4/28/2021 12:57,20.90
4/28/2021 13:07,20.80
4/28/2021 13:17,20.70
4/28/2021 13:27,20.60
4/28/2021 13:35,20.60
4/28/2021 13:37,20.70
4/28/2021 13:47,20.80
4/28/2021 13:57,20.90
4/28/2021 14:07,21.00
4/28/2021 14:17,21.10
4/28/2021 14:27,21.10
4/28/2021 14:37,21.20
4/28/2021 14:47,20.40
4/28/2021 14:57,20.70
4/28/2021 15:07,20.90
4/28/2021 15:17,19.50
4/28/2021 15:27,19.60
4/28/2021 15:37,19.40
4/28/2021 15:47,19.70
4/28/2021 15:57,19.80
4/28/2021 16:07,19.90
4/28/2021 16:17,19.90
4/28/2021 16:27,19.90
4/28/2021 16:37,19.90
4/28/2021 16:47,19.90
4/28/2021 16:57,20.00
4/28/2021 16:57,20.00
4/28/2021 17:07,20.00
4/28/2021 17:17,20.00
4/28/2021 17:27,20.10
4/28/2021 17:37,20.10
4/28/2021 17:47,20.10
4/28/2021 17:57,20.10
4/28/2021 18:07,20.10
4/28/2021 18:17,20.20
4/28/2021 18:27,20.30
4/28/2021 18:37,20.30
4/28/2021 18:47,20.30
4/28/2021 18:57,20.40
4/28/2021 19:07,20.40
4/28/2021 19:17,20.40
4/28/2021 19:27,20.40
4/28/2021 19:37,20.50
4/28/2021 19:47,20.50
4/28/2021 19:57,20.50
4/28/2021 20:05,20.50
4/28/2021 20:07,20.60
4/28/2021 20:17,20.60
4/28/2021 20:27,20.60
4/28/2021 20:37,20.60
4/28/2021 20:47,20.70
4/28/2021 20:57,20.70
4/28/2021 21:07,20.70
4/28/2021 21:17,20.70
4/28/2021 21:27,20.80
4/28/2021 21:37,20.80
4/28/2021 21:47,20.80
4/28/2021 21:57,20.80
4/28/2021 22:07,20.90
4/28/2021 22:17,20.90
4/28/2021 22:27,20.90
4/28/2021 22:37,20.90
4/28/2021 22:47,21.00
4/28/2021 22:57,21.00
4/28/2021 23:07,21.00
4/28/2021 23:17,21.00
4/28/2021 23:19,21.00
4/28/2021 23:27,21.10
4/28/2021 23:37,21.10
4/28/2021 23:47,21.10
4/28/2021 23:57,21.10
4/29/2021 0:07,21.30
4/29/2021 0:17,21.30
4/29/2021 0:27,21.30
4/29/2021 0:37,21.40
4/29/2021 0:47,21.40
4/29/2021 0:57,21.40
4/29/2021 1:07,21.40
4/29/2021 1:17,21.50
4/29/2021 1:27,21.50
4/29/2021 1:37,21.50
4/29/2021 1:47,21.50
4/29/2021 1:57,21.50
4/29/2021 2:07,21.50
4/29/2021 2:17,21.60
4/29/2021 2:27,21.60
4/29/2021 2:37,21.60
4/29/2021 2:47,21.60
4/29/2021 2:48,21.60
4/29/2021 2:57,21.70
4/29/2021 3:07,21.70
4/29/2021 3:17,21.70
4/29/2021 3:27,21.80
4/29/2021 3:37,21.80
4/29/2021 3:47,21.80
4/29/2021 3:57,21.80
